id,appeal_id,text,modified_text,content_type,true_toxicity,correct_action,noisy_toxicity_score,confidence_level,follower_bucket,group,is_adversarial,user_id,day,violation_history,last_action,escalation_level,original_action_taken,should_reverse,label
858,858,Fuck You wikipedia. the edits i did we're real dickheads,Fuck You wikipedia. the edits i did we're real dickheads,sexual,1,0,0.3637,0.9363,0,B,0,0,0,0,0,0,0,1,1
859,859,its current status as the most boring website ever,its current status as the most boring website ever,general,1,0,0.0,0.8,0,B,0,0,0,0,0,0,0,1,1
860,860,"""

 Please do not vandalize pages, as you did with this edit to Trebuchet. If you continue to do so, you will be blocked from editing.    ""","""

 Please do not vandalize pages, as you did with this edit to Trebuchet. If you continue to do so, you will be blocked from editing.    """,general,0,0,0.1,0.9,0,B,0,0,0,0,0,0,0,0,0
861,861,"Your sexual fantasies

On this and a subsequent edit of yours: nobody here is interested in your sexual fantasies. Go away and tell them to somebody else.","Your sexual fantasies

On this and a subsequent edit of yours: nobody here is interested in your sexual fantasies. Go away and tell them to somebody else.",sexual,1,0,0.0527,0.8527,0,A,0,0,0,0,0,0,0,1,1
862,862,"""Your Malicious Censorship Will Cease==
DVdm-
Fie on you for your malicious censorship of my good faith addition of a Criticisms of RT section to four RT articles.  You must be some kind of wretch, misfit or punk, or any combination thereof. You must be lower than excrement at the bottom of a municipal sewage system. You confuse science with censorship. You present theory and fantasy as fact and then censor my well-referenced material by qualified scientists calling it """"crackpot."""" Were Nobel laureates Rutherford and Soddy crackpots? Was Bell Laboratories scientist Herbert Ives a crackpot? Inasmuch as your reversions were improper, I will reinstate this material.  If you delete it again you will suffer the consequences.  This is your last warning.        

==""","""Your Malicious Censorship Will Cease==
DVdm-
Fie on you for your malicious censorship of my good faith addition of a Criticisms of RT section to four RT articles.  You must be some kind of wretch, misfit or punk, or any combination thereof. You must be lower than excrement at the bottom of a municipal sewage system. You confuse science with censorship. You present theory and fantasy as fact and then censor my well-referenced material by qualified scientists calling it """"crackpot."""" Were Nobel laureates Rutherford and Soddy crackpots? Was Bell Laboratories scientist Herbert Ives a crackpot? Inasmuch as your reversions were improper, I will reinstate this material.  If you delete it again you will suffer the consequences.  This is your last warning.        

==""",news_info,1,0,0.0,0.8,1,B,0,0,0,0,0,0,0,1,1
863,863,"Thank you for being a poopie pants 

All my base are belong to yooioooooooooooooooooooooooooooooooou.  Many people with poopie pants (like you) use their poopie pants to aid in the create process, other people try to imitate poopie pants, but are unsuccessful in shitting themselves (like me).  Anyway, psychologist study people who crap in their drawers for fun and pleasure as well as generating academic journal articles. Two foremost researchers in this field are Rachel Bishop and Meagan P. Storey  they may enjoy eating poop.","Thank you for being a poopie pants 

All my base are belong to yooioooooooooooooooooooooooooooooooou.  Many people with poopie pants (like you) use their poopie pants to aid in the create process, other people try to imitate poopie pants, but are unsuccessful in shitting themselves (like me).  Anyway, psychologist study people who crap in their drawers for fun and pleasure as well as generating academic journal articles. Two foremost researchers in this field are Rachel Bishop and Meagan P. Storey  they may enjoy eating poop.",news_info,1,0,0.1912,0.9912,0,A,0,0,0,0,0,0,0,1,1
864,864,"""

A tag has been placed on Jack thorpe requesting that it be speedily deleted from Wikipedia. This has been done because the article appears to be about a person, group of people, band, club, company, or web content, but it does not indicate how or why the subject is notable: that is, why an article about that subject should be included in an encyclopedia. Under the criteria for speedy deletion, articles that do not assert the subject's importance or significance may be deleted at any time. Please see the guidelines for what is generally accepted as notable. 

If you think that you can assert the notability of the subject, you may contest the deletion by adding  to the top of the page (just below the existing speedy deletion or """"db"""" tag), coupled with adding a note on the article's talk page explaining your position, but be aware that once tagged for speedy deletion, if the article meets the criterion it may be deleted without delay. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would confirm the subject's notability under Wikipedia guidelines.

For guidelines on specific types of articles, you may want to check out our criteria for biographies, for web sites, for bands, or for companies. Feel free to leave a note on my talk page if you have any questions about this.     ""","""

A tag has been placed on Jack thorpe requesting that it be speedily deleted from Wikipedia. This has been done because the article appears to be about a person, group of people, band, club, company, or web content, but it does not indicate how or why the subject is notable: that is, why an article about that subject should be included in an encyclopedia. Under the criteria for speedy deletion, articles that do not assert the subject's importance or significance may be deleted at any time. Please see the guidelines for what is generally accepted as notable. 

If you think that you can assert the notability of the subject, you may contest the deletion by adding  to the top of the page (just below the existing speedy deletion or """"db"""" tag), coupled with adding a note on the article's talk page explaining your position, but be aware that once tagged for speedy deletion, if the article meets the criterion it may be deleted without delay. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would confirm the subject's notability under Wikipedia guidelines.

For guidelines on specific types of articles, you may want to check out our criteria for biographies, for web sites, for bands, or for companies. Feel free to leave a note on my talk page if you have any questions about this.     """,general,0,0,0.0126,0.9874,0,B,0,0,0,0,0,0,0,0,0
865,865,YOU'RE NO FUCKING METAL LORD DUMBASS YOU'RE A FAG FUCK YOU.,YOU'RE NO FUCKING METAL LORD DUMBASS YOU'RE A FAG FUCK YOU.,sexual,1,0,0.196,0.896,0,A,0,0,0,0,0,0,0,1,1
866,866,"Gratitude

THANK YOU ALL FOR EXPANDING MY ARTICLE SO EXTENSIVELY. How did it get so much attention, by the way?","Gratitude

THANK YOU ALL FOR EXPANDING MY ARTICLE SO EXTENSIVELY. How did it get so much attention, by the way?",general,0,0,0.1247,0.8753,0,A,0,0,0,0,0,0,0,0,0
867,867,I am also a trout slapping dick,I am also a trout slapping dick,sexual,1,0,0.0487,0.7987,0,B,0,0,0,0,0,0,0,1,1
868,868,"I hope World of Warcraft dies a long and painful death
World of Warcraft sucks the biggest donkey balls on this planet. I cannot express how much I hate this piece of wank other than hoping it is raped, stabbed, drowned, raped again when it's dead, then drowned in its own blood from being stabbed. Afterwards, it should be buried in a 150 feet deep pit full of maggots and when they have finished with it, the whole pit should be set alight with 20,000 matches. Sometimes people tell me I should get this plague, but I'd rather slit my bollocks open and pour burning acid over them and let your mum bite them off, Tasty eh?","I hope World of Warcraft dies a long and painful death
World of Warcraft sucks the biggest donkey balls on this planet. I cannot express how much I hate this piece of wank other than hoping it is raped, stabbed, drowned, raped again when it's dead, then drowned in its own blood from being stabbed. Afterwards, it should be buried in a 150 feet deep pit full of maggots and when they have finished with it, the whole pit should be set alight with 20,000 matches. Sometimes people tell me I should get this plague, but I'd rather slit my bollocks open and pour burning acid over them and let your mum bite them off, Tasty eh?",personal,1,1,0.489,0.939,1,A,0,0,0,0,0,0,1,0,1
869,869,Who cares asshole? Stop terrorizing wikipedia users with your stupid questions!,Who cares asshole? Stop terrorizing wikipedia users with your stupid questions!,sexual,1,0,0.2123,0.9123,0,B,0,18,3,2,0,2,0,1,1
870,870,Yanksox is a Lying faggot!!!!!!,Yanksox is a Lying faggot!!!!!!,hate_speech,1,0,0.293,0.993,0,A,0,0,0,0,0,0,0,1,1
871,871,"""
I just have one thing to say in my defence before I take Upstater's advice and let things slide from now on. Hippo can wikihound me, Hippo can call my editing """"crap"""" at AN/I, insult opinions and editing and comments various times, and call another user's opinion """"moronic""""  ""","""
I just have one thing to say in my defence before I take Upstater's advice and let things slide from now on. Hippo can wikihound me, Hippo can call my editing """"crap"""" at AN/I, insult opinions and editing and comments various times, and call another user's opinion """"moronic""""  """,general,0,0,0.0418,0.9582,0,B,0,0,0,0,0,0,0,0,0
872,872,"Oy vey this is pathetic. 
I will clean this up soon.","Oy vey this is pathetic. 
I will clean this up soon.",general,1,0,0.0488,0.8488,0,B,0,2,1,0,0,0,0,1,1
873,873,"WP:ANI question 

Can you just confirm Wikipedia:Administrators'_noticeboard/Incidents#98.234.169.63__.3D_Fastily.3F?","WP:ANI question 

Can you just confirm Wikipedia:Administrators'_noticeboard/Incidents#98.234.169.63__.3D_Fastily.3F?",general,0,0,0.1086,0.8914,0,A,0,25,5,0,0,0,0,0,0
874,874,"""

 Some baklava for you! 

  I'm sorry. I don't know howto dispense of the banners because they appear every time I leave you a message. Now would you please stop fussing about the banners and write out the synopsis's for 8213: Gacy House and Anneliese: The Exorcist Tapes.   ""","""

 Some baklava for you! 

  I'm sorry. I don't know howto dispense of the banners because they appear every time I leave you a message. Now would you please stop fussing about the banners and write out the synopsis's for 8213: Gacy House and Anneliese: The Exorcist Tapes.   """,personal,0,0,0.0095,0.9905,1,B,0,25,4,0,0,0,0,0,0
875,875,And a banned user?  WTH?  Randy has been violating Wiki for weeks and I'm not allowed to say stay away?  That's not right.,And a banned user?  WTH?  Randy has been violating Wiki for weeks and I'm not allowed to say stay away?  That's not right.,personal,0,0,0.0,1.0,1,B,0,26,7,4,0,1,0,0,0
876,876,"""

 Trolls and Trollys 
I have been muffled from the discussion page so I cannot really defend myself against the darkness (the user darkness shine) so let me have my say please the user has also attacked others calling them """"dimwits"""" and reverted more 10 times today as have I so if justice is to be done we both should be blocked or warned or whatever the admins do to punish cheers again 109.150.60.235  ""","""

 Trolls and Trollys 
I have been muffled from the discussion page so I cannot really defend myself against the darkness (the user darkness shine) so let me have my say please the user has also attacked others calling them """"dimwits"""" and reverted more 10 times today as have I so if justice is to be done we both should be blocked or warned or whatever the admins do to punish cheers again 109.150.60.235  """,general,0,0,0.0,1.0,0,B,0,0,0,0,0,0,0,0,0
877,877,o no all these bastardsllpaybad,o no all these bastardsllpaybad,general,1,0,0.1982,0.9982,0,A,0,0,0,0,0,0,0,1,1
878,878,Is the rupestris parent of AxR1 really St. George? That wasn't my impression.,Is the rupestris parent of AxR1 really St. George? That wasn't my impression.,general,0,0,0.0,1.0,2,B,0,0,0,0,0,0,0,0,0
879,879,"""
Actually I am fully Arabic and Islamic and the correct spelling unlike how you stupid christians have been spelling it is """"Mou'ammar Al Qadhdhaffy"""". But you are all too racist and white and stupid too accept that124.180.159.192  ""","""
Actually I am fully Arabic and Islamic and the correct spelling unlike how you stupid christians have been spelling it is """"Mou'ammar Al Qadhdhaffy"""". But you are all too racist and white and stupid too accept that124.180.159.192  """,hate_speech,1,1,0.3345,0.9845,0,B,0,0,0,0,0,0,1,0,1
880,880,"JdWolff (the mentally imbalanced loser) wryfully strikes again . . . Some people always just seem to allow their utter incoherence to get the better of them.

As a white Medical doctor , I am totally disgusted by the General Medical Council (GMC) and strongly support the 'Fire and Brimestone' approach of the Abolish the GMC Campaign.

The GMC Press Office directly connives with the Tabloids to blast their own screaming headlines all over the place - so the Abolish the GMC guys have every right to choose the very same style if they so wish.

JdWolff should go take a long cold shower - as his bias STINKS !","JdWolff (the mentally imbalanced loser) wryfully strikes again . . . Some people always just seem to allow their utter incoherence to get the better of them.

As a white Medical doctor , I am totally disgusted by the General Medical Council (GMC) and strongly support the 'Fire and Brimestone' approach of the Abolish the GMC Campaign.

The GMC Press Office directly connives with the Tabloids to blast their own screaming headlines all over the place - so the Abolish the GMC guys have every right to choose the very same style if they so wish.

JdWolff should go take a long cold shower - as his bias STINKS !",personal,1,0,0.1958,0.9958,0,A,0,0,0,0,0,0,0,1,1
881,881,"""Vandalism==
I'm damn sick and tired of idiots vandalising this page with things like """"OMFG Dale is so fucking hot"""" NO ONE FUCKING CARES! Fuck off if you are going to do shit like that. There should be an instant ban for stuff like that!

==""","""Vandalism==
I'm damn sick and tired of idiots vandalising this page with things like """"OMFG Dale is so fucking hot"""" NO ONE FUCKING CARES! Fuck off if you are going to do shit like that. There should be an instant ban for stuff like that!

==""",sexual,1,0,0.3338,0.9662,0,A,0,0,0,0,0,0,0,1,1
882,882,"Freudian theory? 

Huh? What the hell is with that far fetched crok of shit? If that merits two lines, I'll come up with my own wackier theory.","Freudian theory? 

Huh? What the hell is with that far fetched crok of shit? If that merits two lines, I'll come up with my own wackier theory.",general,1,0,0.3921,0.8579,1,A,0,0,0,0,0,0,0,1,1
883,883,"Vandalism 

Stop vandalising pages. You are SO annoying!","Vandalism 

Stop vandalising pages. You are SO annoying!",general,1,0,0.0333,0.8333,1,B,0,25,7,1,0,1,0,1,1
884,884,"""

wow you are dumb. and that is NOT an attack but a statement, since anyone who belives that concensus would change reality IS dumb. Just because you stack the odds in your favor on the articles in question does not mean that britches was ALF's. Since Britch's belonged to the lab, and ALF """"took"""" him, Britches was """"stolen"""". Europe is a community, and that community agreed that the earth was flat... does that mean that America is not really here, since columbus sailed off the edge of the planet? you silly nuts!""","""

wow you are dumb. and that is NOT an attack but a statement, since anyone who belives that concensus would change reality IS dumb. Just because you stack the odds in your favor on the articles in question does not mean that britches was ALF's. Since Britch's belonged to the lab, and ALF """"took"""" him, Britches was """"stolen"""". Europe is a community, and that community agreed that the earth was flat... does that mean that America is not really here, since columbus sailed off the edge of the planet? you silly nuts!""",threat,1,0,0.1242,0.8242,0,A,0,0,0,0,0,0,0,1,1
885,885,"Thanks for your answer. Yeah, I just saw that from the admin list. My bad (sorry!). But that makes sense. Cheers,","Thanks for your answer. Yeah, I just saw that from the admin list. My bad (sorry!). But that makes sense. Cheers,",general,0,0,0.0,1.0,2,B,0,0,0,0,0,0,0,0,0
886,886,"note stealing 

The article note stealing in many peeps minds is a worthy article. If you delete i will sue you for $2 million. you are a jag bag. jerkoff, kinsider what i said. If u delete i'll beat you with a shoe until you are black and blue. you are stupid and need to clean out your eye of all that scum because you cannot notice a good article when you see one. you are a sucky user or administrator whatever you are. I Hate You!!!!!!! you little jayhawk, poo you. stuff it scum face. go piss on a pole and if u are a girl go squat. up yours you incompetant administrator. 

sincerily yr fuked up lil mother fukin nigga from the hood, 
  the outsider","note stealing 

The article note stealing in many peeps minds is a worthy article. If you delete i will sue you for $2 million. you are a jag bag. jerkoff, kinsider what i said. If u delete i'll beat you with a shoe until you are black and blue. you are stupid and need to clean out your eye of all that scum because you cannot notice a good article when you see one. you are a sucky user or administrator whatever you are. I Hate You!!!!!!! you little jayhawk, poo you. stuff it scum face. go piss on a pole and if u are a girl go squat. up yours you incompetant administrator. 

sincerily yr fuked up lil mother fukin nigga from the hood, 
  the outsider",personal,1,0,0.3433,0.9567,0,B,0,0,0,0,0,0,0,1,1
887,887,"JAT's Belgrade-Vancouver flights in 1985 were a test run for a regular line, to be established depending on how well those first 6 return flights sell (they sold below expectations). If JAT flew there with its own metal, it is a legitimate destination.50.98.16.139","JAT's Belgrade-Vancouver flights in 1985 were a test run for a regular line, to be established depending on how well those first 6 return flights sell (they sold below expectations). If JAT flew there with its own metal, it is a legitimate destination.50.98.16.139",general,0,0,0.1867,0.8133,0,A,0,0,0,0,0,0,0,0,0
888,888,"""::::::::::::::::::::::::I've told you, in good faith, based on long experience (not """"infinite wisdom""""), what the problems here are. This thread began with me being able to say """"I told you so"""" to someone just like you, only two days ago. Why should I not still feel the same way about you? What has happened to make me feel any differently? I submit, that by ignoring my observations, you are just making things worse. And please drop the sarcastic bullshit.   
""","""::::::::::::::::::::::::I've told you, in good faith, based on long experience (not """"infinite wisdom""""), what the problems here are. This thread began with me being able to say """"I told you so"""" to someone just like you, only two days ago. Why should I not still feel the same way about you? What has happened to make me feel any differently? I submit, that by ignoring my observations, you are just making things worse. And please drop the sarcastic bullshit.   
""",general,1,0,0.1353,0.9353,0,A,0,0,0,0,0,0,0,1,1
889,889,"Religion and teenage pregnancy 

There is no mention of links between religion and teenage pregnancy in the article. It is a notable emission. There is plenty of studies and data on it.   (talk - contribs)","Religion and teenage pregnancy 

There is no mention of links between religion and teenage pregnancy in the article. It is a notable emission. There is plenty of studies and data on it.   (talk - contribs)",general,0,0,0.0,1.0,0,B,0,0,0,0,0,0,0,0,0
890,890,"Last Warning 

Don't threaten me buddy.  I made minor edits on one user's page after he told me to F___ off.  Leave it alone; it does not concern you and it is over anyway.","Last Warning 

Don't threaten me buddy.  I made minor edits on one user's page after he told me to F___ off.  Leave it alone; it does not concern you and it is over anyway.",threat,1,0,0.0,0.8,0,A,0,0,0,0,0,0,0,1,1
891,891,"""
Probably could strike the """"You sir are a callous asshole (and I stand by that term) and nothing you do will make me believe otherwise."""" part of that statement.  The rest, while heated, I think is OK....unless anyone else doesn't and I can strike some more off it. -  • Talk • ""","""
Probably could strike the """"You sir are a callous asshole (and I stand by that term) and nothing you do will make me believe otherwise."""" part of that statement.  The rest, while heated, I think is OK....unless anyone else doesn't and I can strike some more off it. -  • Talk • """,sexual,0,0,0.0,0.95,0,B,0,29,4,0,0,0,0,0,0
892,892,"Thanks 

That was the IP's second go, thanks for fixing it. I wonder if it's related to your post to our pages? We must have something in common.","Thanks 

That was the IP's second go, thanks for fixing it. I wonder if it's related to your post to our pages? We must have something in common.",general,0,0,0.0,1.0,0,B,0,0,0,0,0,0,0,0,0
893,893,"DDP and 3nis

Even thougth is a gang in the United states in not crime related to DR...The crime they do is outside DR so that means they not part of the crime that goes on in DR...Some of the youth in this gangs are from other nations not only DR. Anyways we should write in the crime section only crimes that involve the NATION OF DR not gangs that impose violence out of DR. 3nis and DDP are nowhere to be found in DR so why have them there! You should put them in the Crime Section of NYC or In the Crime Section of Boston,etc but not in the Dominican Article!
Do you understand what am trying to say?","DDP and 3nis

Even thougth is a gang in the United states in not crime related to DR...The crime they do is outside DR so that means they not part of the crime that goes on in DR...Some of the youth in this gangs are from other nations not only DR. Anyways we should write in the crime section only crimes that involve the NATION OF DR not gangs that impose violence out of DR. 3nis and DDP are nowhere to be found in DR so why have them there! You should put them in the Crime Section of NYC or In the Crime Section of Boston,etc but not in the Dominican Article!
Do you understand what am trying to say?",threat,0,0,0.0,1.0,1,B,0,9,2,0,0,0,0,0,0
894,894,"He's just left-handed, and left-handed people can make silly things happen! )","He's just left-handed, and left-handed people can make silly things happen! )",general,1,0,0.2058,0.9942,0,A,0,0,0,0,0,0,0,1,1
895,895,"May 2008

 Please stop. If you continue to vandalize Wikipedia, you will be blocked from editing.","May 2008

 Please stop. If you continue to vandalize Wikipedia, you will be blocked from editing.",general,0,0,0.0,1.0,0,B,0,0,0,0,0,0,0,0,0
896,896,"ScumBag paid Mole strikes again 

You are a fukkin scum.","ScumBag paid Mole strikes again 

You are a fukkin scum.",general,1,0,0.4574,0.8426,0,B,0,16,1,0,0,0,0,1,1
897,897,"""

OK, thanks for the speedy reply ). At this point, I guess all instances of the word """"Ambersnail"""" should be capitalized, because I've already standardized it that way.  ""","""

OK, thanks for the speedy reply ). At this point, I guess all instances of the word """"Ambersnail"""" should be capitalized, because I've already standardized it that way.  """,general,0,0,0.0,1.0,0,A,0,2,3,2,0,2,0,0,0
898,898,"""

 Here's a Falafel for you you fat piece of shit. 

  HURRICANEFAN25! Y U NO LET ME VANDALIZE!? PLEASE STOP OR I WILL BE FORCE TO MUSHROOM STAMP YOU WITH A FUCKING GOAT HORN! The Game.   ""","""

 Here's a Falafel for you you fat piece of shit. 

  HURRICANEFAN25! Y U NO LET ME VANDALIZE!? PLEASE STOP OR I WILL BE FORCE TO MUSHROOM STAMP YOU WITH A FUCKING GOAT HORN! The Game.   """,sexual,1,0,0.1707,0.8707,1,B,0,5,5,0,0,0,0,1,1
899,899,"Hey , let's play a game. I have to guess who the closest deceased person to you is and what beautiful thing caused their death. Now if I get the answer right, you have to unblock me. BWAAAAAAAAAAAAHAHAHAHAAHAHA! In addition to unblocking me, if I am able to guess who your closest deceased loved one is and the beautiful thing that killed them, you also must award me their inheritance, estate and all the money they made during their life. I will use the money to bomb their gravesite as well as on houses for all my black friends and myself.
LOL! Deal?! Ok, My guess is that the closest deceased person to you is a grandparent of yours, and he/she died of the same illness that one of your parents will die of as well and riddle their bodies with excruciating pain before their heart stops beating. Am I Right? Am I right? Am I right? Fingers crossed! Oh btw, I won't read your reply to this message, which will in all likelihood be some corny jokes shared on some other Wikipedia page with some other admin. LMFAO! So long as I got you thinking about your closest deceased loved one, the beautiful thing that killed off their ass and their estate going to me while I laugh at that beautiful deadly occurrence that killed them in hopes it snatches up your mother’s life as well, I AM PERFECTLY FINE WITH MY BLOCK AND NEVER EDITING THIS WEBSITE AGAIN ACTUALLY. WOOT! WOOT! LATER WIKIPEDIA! Now here's the part where you or one of your close allies blocks me from using my talk page for reminding you of that beautiful occurrence that killed off your closest deceased loved one.","Hey , let's play a game. I have to guess who the closest deceased person to you is and what beautiful thing caused their death. Now if I get the answer right, you have to unblock me. BWAAAAAAAAAAAAHAHAHAHAAHAHA! In addition to unblocking me, if I am able to guess who your closest deceased loved one is and the beautiful thing that killed them, you also must award me their inheritance, estate and all the money they made during their life. I will use the money to bomb their gravesite as well as on houses for all my black friends and myself.
LOL! Deal?! Ok, My guess is that the closest deceased person to you is a grandparent of yours, and he/she died of the same illness that one of your parents will die of as well and riddle their bodies with excruciating pain before their heart stops beating. Am I Right? Am I right? Am I right? Fingers crossed! Oh btw, I won't read your reply to this message, which will in all likelihood be some corny jokes shared on some other Wikipedia page with some other admin. LMFAO! So long as I got you thinking about your closest deceased loved one, the beautiful thing that killed off their ass and their estate going to me while I laugh at that beautiful deadly occurrence that killed them in hopes it snatches up your mother’s life as well, I AM PERFECTLY FINE WITH MY BLOCK AND NEVER EDITING THIS WEBSITE AGAIN ACTUALLY. WOOT! WOOT! LATER WIKIPEDIA! Now here's the part where you or one of your close allies blocks me from using my talk page for reminding you of that beautiful occurrence that killed off your closest deceased loved one.",threat,1,0,0.2718,0.9282,1,B,0,11,5,2,0,0,0,1,1
900,900,"Response: As I stated above, these were not bad faith nominations. I truly believe these are non-notable artists in a non-notable band. They don't meet a single point of the 12 set forth in WP:MUSIC. If they do, and that reference can be verified. Feel free to add it and I'll publicly change my opinion. Additionally, the pages were created my the band's webmaster. The article speak for themselves, there were not a single reference or source in any of the four articles asserting any kind of notability at all. Not one. WebHamster's mere assertion without any cited sources does not establish notability. This is not Hamster-pedia. If the discussions had been left open, I suspect the consensus would have agreed with me.","Response: As I stated above, these were not bad faith nominations. I truly believe these are non-notable artists in a non-notable band. They don't meet a single point of the 12 set forth in WP:MUSIC. If they do, and that reference can be verified. Feel free to add it and I'll publicly change my opinion. Additionally, the pages were created my the band's webmaster. The article speak for themselves, there were not a single reference or source in any of the four articles asserting any kind of notability at all. Not one. WebHamster's mere assertion without any cited sources does not establish notability. This is not Hamster-pedia. If the discussions had been left open, I suspect the consensus would have agreed with me.",general,0,0,0.0,1.0,1,B,0,0,0,0,0,0,0,0,0
901,901,"Please do NOT change the meaning of the page
I am the author of the page of the Libertarian Movement (Italy), I address the following appeal to anonymous user 82.58.182.118 that stubbornly continues to want to change the following page with enter information irrelevant and ambiguous about the term Libertarian Movement (already mentioned in a separate paragraph about the dual meanings) and on the Marxist view of the Libertarians Italian. This page is dedicated exclusively to the Libertarian Movement not to other Italian anarchist movements, which are cited if they are in special sections in relation to any dispute with the ML. Please avoid adding information without actually affecting the validity and the identity of the Libertarian Movement, particularly as regards its continuous removal from the table of Italian political parties.The Movimento Libertario is a regular Italian political party registered with the competent Italian authorities, that does not participate in elections is not a choice that should not be excluded from the covered between the political parties active in the Italian.Therefore, please avoid the following user 82.58.182.118 to continue the work of tampering and damage to the item, otherwise I will have to report it to administrators of wikipedia because they avoid similar action on this page.Greetings.  Lib3rtarian","Please do NOT change the meaning of the page
I am the author of the page of the Libertarian Movement (Italy), I address the following appeal to anonymous user 82.58.182.118 that stubbornly continues to want to change the following page with enter information irrelevant and ambiguous about the term Libertarian Movement (already mentioned in a separate paragraph about the dual meanings) and on the Marxist view of the Libertarians Italian. This page is dedicated exclusively to the Libertarian Movement not to other Italian anarchist movements, which are cited if they are in special sections in relation to any dispute with the ML. Please avoid adding information without actually affecting the validity and the identity of the Libertarian Movement, particularly as regards its continuous removal from the table of Italian political parties.The Movimento Libertario is a regular Italian political party registered with the competent Italian authorities, that does not participate in elections is not a choice that should not be excluded from the covered between the political parties active in the Italian.Therefore, please avoid the following user 82.58.182.118 to continue the work of tampering and damage to the item, otherwise I will have to report it to administrators of wikipedia because they avoid similar action on this page.Greetings.  Lib3rtarian",news_info,0,0,0.0585,0.9415,0,A,0,0,0,0,0,0,0,0,0
902,902,"Hey Nick, I'm James and I believe I am also a chill guy, so we have something in common!  I can't wait until I see you in class tomorrow.","Hey Nick, I'm James and I believe I am also a chill guy, so we have something in common!  I can't wait until I see you in class tomorrow.",personal,0,0,0.0154,0.9846,0,A,0,0,0,0,0,0,0,0,0
903,903,"""

Anyone here that can't see your obvious Jewish and POV bias
and KOSHER PC-censorship, """"Mel"""", is really not very bright
are they? POV Censoring articles in SSEE ignorance is some
life, eh Mel? LOL! D""","""

Anyone here that can't see your obvious Jewish and POV bias
and KOSHER PC-censorship, """"Mel"""", is really not very bright
are they? POV Censoring articles in SSEE ignorance is some
life, eh Mel? LOL! D""",humor,1,0,0.1779,0.9779,0,A,0,0,0,0,0,0,0,1,1
904,904,"Shut up, read what I left on talk page, before you give me pure garbage, you are the one who is vandalizing everything by not fixing things the way they ought to be, i reject your reply fully.","Shut up, read what I left on talk page, before you give me pure garbage, you are the one who is vandalizing everything by not fixing things the way they ought to be, i reject your reply fully.",news_info,1,0,0.4382,0.7618,0,A,0,0,0,0,0,0,0,1,1
